时间戳,已传输数据(字节),当前速率(MB/s),内存使用(字节),GC次数,GC暂停时间(纳秒),平均速率(MB/s),完成百分比(%)
2025-03-18 16:16:49,8687452160,1656.92,35976600,438,78652595,1619.03,80.91
