时间戳,已传输数据(字节),当前速率(MB/s),内存使用(字节),GC次数,GC暂停时间(纳秒),平均速率(MB/s),完成百分比(%)
2025-03-18 16:17:00,8306819072,1584.12,22872632,434,112837562,1547.27,77.36
